,glazing_ratio,wall_u_value,window_u_value,window_sghc,infiltration_rate,chiller_cop,indoor_temp_set_point,equipment_load_density,lighting_load_density,occupancy_density,wall_albedo,roof_albedo,wall_emissivity,roof_emissivity,floor_height,roof_u_value
0,0.14581801769235764,0.2651748507069512,0.10942085626206864,6.255599214601328e-05,0.43520203735981644,0.0,0.158162400142504,0.0010843038638642395,0.00027107596596605694,0.00027107596596605694,0.000990469875645208,0.00010425998691002215,0.004410197446293966,0.00136580582852129,0.0037637855274518287,0.009372972823210991
1,0.2380581717087295,0.32854987267063734,0.19188511377639683,0.0001498517093138566,0.5432873721173965,0.0,0.24751756085916737,0.0021915812487151645,0.0005994068372554231,0.0006743326919123671,0.001723294657109346,0.00029970341862771443,0.009627972323415373,0.00638742910950321,0.009365731832116161,0.05100577555770458
2,0.22826595288980775,0.2605378507224997,0.1706490704031542,0.00010739400277102468,0.5536518822855425,0.0,0.22545580981729926,0.0019509910503402402,0.0005190710133932832,0.0004474750115459279,0.0017183040443363503,0.00021478800554204495,0.009432773243388105,0.004403154113611888,0.00986234925447219,0.05063627230653696
3,0.22924429448856934,0.26750898388359734,0.17583828223600936,4.912026879978021e-05,0.5655707749606573,0.0,0.2186588765622167,0.0015841286687928735,0.0010806459135951306,0.0003561219487983969,0.001313967190394089,0.00017192094079923067,0.008325885561562536,0.004408544124780112,0.007196119379167623,0.035661315148639516
4,0.19926093671564657,0.2383713743789544,0.1394315380543959,7.613266508430381e-05,0.5270446881886099,0.0,0.17031964788859913,0.001228998736360908,0.0008809636959755087,0.0003262828503612972,0.001185494356312728,0.00014138923515656302,0.0071890988029606855,0.003175819743516671,0.005253153890816964,0.03137753410974515
5,0.20314689734689914,0.25601502285508,0.14568200940600473,8.572051156576106e-05,0.5431037311527468,0.0,0.17301613753153552,0.0020037169578495714,0.0012108022258663289,0.0003107368544258765,0.0008893503074947403,0.00010715063945719961,0.009311390568830414,0.005721844147014321,0.007832711744321088,0.03632406677598981
6,0.17496923383250437,0.2525648310471227,0.12999537374046238,0.006683324790422019,0.4940012464807727,0.0,0.15219990978125422,0.002980825610751605,0.0011504940953778208,0.0004915747498432508,0.0010563627603014467,0.0026565954565996807,0.008074376742106103,0.005177223429200152,0.008314934598412376,0.025927953294923624
7,0.5421601608690693,0.6607063862317184,0.4075231736150909,0.11977766122168,0.7941940333506031,0.0,0.5254126331862572,0.0051720306079272626,0.0020523930983838423,0.0005746700675474702,0.04539893533625027,0.08004333083696907,0.03275619385020581,0.022576324082222078,0.02077021815564424,0.15631025837291174
8,0.22375207073882636,0.392587636168488,0.26019963229818194,0.176190454533568,0.6776304494398631,0.0,0.3628411957926908,0.00637423722338512,0.00032688396017360006,0.0014709778207811924,0.07681773064079499,0.16720114562879426,0.0325249540372728,0.022718435232064894,0.020103363550676122,0.06031009065202841
9,0.13648404728739613,0.22302560799756072,0.1993887059533748,0.38848392230686213,0.5047622307500349,0.0,0.20548855164219695,0.006862326399924946,0.002287442133308315,0.0019062017777569298,0.11246590488765884,0.04346140053285802,0.02554310382194285,0.004956124622168018,0.019443258133120676,0.013343412444298507
10,0.18641364037944502,0.3185320456969159,0.262426969466209,0.2959090310877593,0.5836737769162236,0.0,0.3574436308246643,0.0045246029218311825,0.003619682337464951,0.003619682337464951,0.12397412005817428,0.042531267465213234,0.03800666454338195,0.012668888181127352,0.02624269694662084,0.026242696946620903
11,0.11065761091821756,0.2472569328209257,0.23631277349934376,0.323460708837867,0.5370744852257814,0.0,0.3076524787066927,0.0028373746389286614,0.0020266961706633295,0.0020266961706633295,0.1037668439379624,0.04945138656418515,0.02350967557969459,0.00526941004372465,0.014997551662908615,0.010944159321581971
12,0.08136666217613957,0.21674243200064947,0.19644489154456257,0.2666920315578023,0.5665661292525119,0.0,0.2790470561832466,0.0030005059804650157,0.0008825017589602987,0.0007060014071682391,0.05912761785034003,0.034594068951243735,0.016061532013077442,0.0028240056286729575,0.010766521459315647,0.005824511609137976
13,0.3934677583211973,0.3846018782328422,0.3067594510570848,0.34807445226881917,0.595077871530391,0.0,0.4337188539223291,0.009575150495423446,0.0037236696371091152,0.0023051288229723153,0.09202783531712536,0.2833535276238274,0.04698916446828177,0.035818155556954424,0.03386766193751628,0.11029154829913684
14,0.16466899864234213,0.289751033671558,0.2061076105535013,0.0946894629649448,0.6047866441024674,0.0,0.3231445529774689,0.00319249706557468,0.0016600984740988362,0.0003192497065574682,0.019091132452136547,0.03607521684099386,0.01577093550393891,0.008747441959674623,0.008045092605248192,0.02317752869607221
15,0.11712158416228703,0.1988283419617912,0.12005497667238453,0.012011921154486826,0.47544511450156945,0.0,0.21904091517005414,0.0035971528590976612,0.0014559904429680998,0.00042823248322591215,0.0022910437852586337,0.0023981019060650985,0.007601126577259941,0.00201269267116178,0.004153855087291347,0.009570996000099138
16,0.14079397925432108,0.22447045735792806,0.1152762067494881,0.00038012225881551827,0.43826443735955967,0.0,0.2037290036703857,0.00323930272729744,0.0017188136920353817,0.00042970342300884294,0.0053382386781483365,0.0005619198608577189,0.006313334907283807,0.0012230020501020986,0.0034376273840707574,0.007486755793192549
17,0.15734694050188278,0.22872740342770165,0.10804227546576825,0.00033205935544402166,0.4388102889719536,0.0,0.18735526743830555,0.002398206455984615,0.001980057638018062,0.00036895483938225376,0.003652652909884255,0.0005042382804890718,0.004845606890553538,0.001033073550270291,0.0027671612953668588,0.00784643958419578
18,0.15473284051725228,0.23437789507211162,0.11638892546339719,0.0002857221688066707,0.4316404804162362,0.0,0.17573341992454278,0.0023143495673340333,0.0023429217842146875,0.00037143881944867166,0.00391439371265133,0.0005142999038520088,0.005000137954116721,0.0009857414823830166,0.002757218928984367,0.007271629196129869
19,0.1558814928430791,0.23594662389859863,0.11161287891343032,0.00024169645536302386,0.42560201616214255,0.0,0.1669359254594195,0.002264314160769387,0.002048059437549841,0.00031802165179345166,0.0034600755715127607,0.00030530078572171197,0.0054699724108473995,0.0010558318839542758,0.003243820848293238,0.008115912553768964
20,0.14978507752671316,0.23154173458597935,0.10360399666547573,0.00014140672884277496,0.42988823957611655,0.0,0.1555238339389157,0.00205039756822029,0.0012373088773743098,0.00018854230512370385,0.002451049966608163,0.00032994903396648035,0.003924036725387099,0.0012962283477254677,0.0031345158226816034,0.007812721768563522
21,0.16534324981777632,0.24879830323126204,0.11827114729577047,0.00013278449230466898,0.45120170485127253,0.0,0.16373655746088986,0.0013145664738162454,0.000663922461523355,0.0003452396799921441,0.002005045833800512,0.00023901208614840734,0.00460762188297207,0.0006772009107538376,0.004023370116831526,0.00519187364911263
22,0.16983362421964351,0.24012253454028,0.12075937305592527,0.00014220673414143723,0.45566915984393547,0.0,0.15786240278191882,0.0012927884921948964,0.0006076105913316029,0.00020684615875118186,0.001745264464463112,0.00024562981351702694,0.005080658774325944,0.0007110336707071831,0.0040464279805700245,0.006360519381598885
23,0.16900358322874365,0.2511816439187474,0.12587787107356047,8.201403262475387e-05,0.4500930110446514,0.0,0.16077484195539335,0.0012985555165586065,0.00047841519031106426,0.00031438712506155823,0.0018726537449319002,0.0001230210489371317,0.005590623223920747,0.0014625835818081073,0.0048114899139855855,0.012247428871963279
