,glazing_ratio,wall_u_value,window_u_value,window_sghc,infiltration_rate,chiller_cop,indoor_temp_set_point,equipment_load_density,lighting_load_density,occupancy_density,wall_albedo,roof_albedo,wall_emissivity,roof_emissivity,floor_height,ventilation_rate,roof_u_value,temp_average,hdd_results,cdd_results,daily_average_max_temperature,daily_average_min_temperature
0,0.13746719359953824,26.60609849484252,1.9790015391734301,0.622180005225738,0.4088266734201121,6.033322087308404,27.094094895279735,9.061150218670432,6.530452759478354,0.1590009830750418,0.4077392371887524,0.48339585234698484,0.5474050117579106,0.5474050117579106,2.9301701585995117,0.6417692429461556,98.95728547615973,24.082022471910115,1058.8,280.6000000000001,30.32857142857143,18.342857142857145
1,0.2525529560903303,26.60609849484252,1.9790015391734301,0.622180005225738,0.4088266734201121,6.033322087308404,27.094094895279735,9.061150218670432,6.530452759478354,0.1590009830750418,0.4077392371887524,0.48339585234698484,0.5474050117579106,0.5474050117579106,2.9301701585995117,0.6417692429461556,98.95728547615973,24.085393258426965,1059.2999999999997,280.30000000000007,30.342857142857138,18.357142857142858
2,0.13746719359953824,36.351208077086376,1.9790015391734301,0.622180005225738,0.4088266734201121,6.033322087308404,27.094094895279735,9.061150218670432,6.530452759478354,0.1590009830750418,0.4077392371887524,0.48339585234698484,0.5474050117579106,0.5474050117579106,2.9301701585995117,0.6417692429461556,98.95728547615973,24.082022471910115,1058.8,280.6000000000001,30.32857142857143,18.342857142857145
3,0.13746719359953824,26.60609849484252,1.33172291063927,0.622180005225738,0.4088266734201121,6.033322087308404,27.094094895279735,9.061150218670432,6.530452759478354,0.1590009830750418,0.4077392371887524,0.48339585234698484,0.5474050117579106,0.5474050117579106,2.9301701585995117,0.6417692429461556,98.95728547615973,24.082022471910115,1058.8,280.6000000000001,30.32857142857143,18.342857142857145
4,0.13746719359953824,26.60609849484252,1.9790015391734301,0.6363305729804445,0.4088266734201121,6.033322087308404,27.094094895279735,9.061150218670432,6.530452759478354,0.1590009830750418,0.4077392371887524,0.48339585234698484,0.5474050117579106,0.5474050117579106,2.9301701585995117,0.6417692429461556,98.95728547615973,24.082022471910115,1058.8,280.6000000000001,30.32857142857143,18.342857142857145
5,0.13746719359953824,26.60609849484252,1.9790015391734301,0.622180005225738,1.8720699421881395,6.033322087308404,27.094094895279735,9.061150218670432,6.530452759478354,0.1590009830750418,0.4077392371887524,0.48339585234698484,0.5474050117579106,0.5474050117579106,2.9301701585995117,0.6417692429461556,98.95728547615973,24.081460674157302,1058.5,280.5000000000001,30.32857142857143,18.357142857142858
6,0.13746719359953824,26.60609849484252,1.9790015391734301,0.622180005225738,0.4088266734201121,4.65162179292947,27.094094895279735,9.061150218670432,6.530452759478354,0.1590009830750418,0.4077392371887524,0.48339585234698484,0.5474050117579106,0.5474050117579106,2.9301701585995117,0.6417692429461556,98.95728547615973,24.08258426966292,1058.8999999999999,280.5000000000001,30.32857142857143,18.357142857142858
7,0.13746719359953824,26.60609849484252,1.9790015391734301,0.622180005225738,0.4088266734201121,6.033322087308404,27.284642531194546,9.061150218670432,6.530452759478354,0.1590009830750418,0.4077392371887524,0.48339585234698484,0.5474050117579106,0.5474050117579106,2.9301701585995117,0.6417692429461556,98.95728547615973,24.081460674157302,1058.6999999999998,280.6000000000001,30.32857142857143,18.342857142857145
8,0.13746719359953824,26.60609849484252,1.9790015391734301,0.622180005225738,0.4088266734201121,6.033322087308404,27.094094895279735,6.242401506121698,6.530452759478354,0.1590009830750418,0.4077392371887524,0.48339585234698484,0.5474050117579106,0.5474050117579106,2.9301701585995117,0.6417692429461556,98.95728547615973,24.078651685393258,1058.1999999999998,280.6000000000001,30.314285714285713,18.342857142857145
9,0.13746719359953824,26.60609849484252,1.9790015391734301,0.622180005225738,0.4088266734201121,6.033322087308404,27.094094895279735,9.061150218670432,4.9382101573678945,0.1590009830750418,0.4077392371887524,0.48339585234698484,0.5474050117579106,0.5474050117579106,2.9301701585995117,0.6417692429461556,98.95728547615973,24.081460674157302,1058.6999999999998,280.6000000000001,30.32857142857143,18.342857142857145
