,bld_height,ver_to_hor,bld_density,urban_road_volumetric_heat_capacity,road_albedo,sensible_anthropogenic_heat,urban_road_thermal_conductivity
0,0.18789438841070083,0.8188724519747049,0.16211331241115387,0.11979077925414561,0.014869340090055375,0.0934705627048279,0.12588150474032508
1,0.13012259984698032,0.8848767540270082,0.13300862937186284,0.10029670516757164,0.014814233643268653,0.06845346149191495,0.11300743967952044
2,0.1127340687784737,0.8579653128146015,0.1363639614855071,0.11475302517778922,0.013572248704425183,0.06101772408832779,0.11985781125766275
3,0.10976721103135396,0.830186373933179,0.1177828316682463,0.10022577428337798,0.014084978056536109,0.05171838476079575,0.12156685562373387
4,0.09753515442311078,0.5481414658890497,0.10868730535278581,0.22365321547663322,0.014138904094426833,0.05447612963128126,0.2875873967962934
5,0.07256015978108742,0.21003217960435297,0.09101476689304092,0.3137776647724864,0.0036021024576805027,0.030124432197452443,0.4430832742293639
6,0.07429944428439249,0.1414694969253114,0.11078515445979538,0.3231990878372755,0.004822823758817709,0.031173614441053113,0.539037925043479
7,0.15620481476756054,0.3225772524828704,0.30849321180710415,0.17819700662490612,0.004744890708947387,0.04232743775283043,0.205687246446591
8,0.2096223964129484,0.3008226479835105,0.4537212515635546,0.13700765065487105,0.005458196874299041,0.04594558128365597,0.12146215322806593
9,0.1940641777502179,0.2453869355023339,0.420548758276903,0.2139975702700011,0.012830689438031052,0.05762354274401215,0.17275606850491404
10,0.33661202185792316,0.20663963805160385,0.6386744227040365,0.2589576355837492,0.02467830072272293,0.08686761854398345,0.24711205123685054
11,0.3845043446889644,0.047234369929464004,0.685727037133872,0.24362990805724397,0.029003560483004915,0.08452466197904189,0.27843418063684183
12,0.2755417704298383,0.047006851675081375,0.5403520731139048,0.14948481127542929,0.027659980246109186,0.08524715223391094,0.1754821697581099
13,0.2936820204787456,0.19099745587163294,0.6429761682396359,0.11622309746605593,0.03395047470782761,0.1870400385744065,0.20224485240061243
14,0.3383409693222443,0.27070710736739056,0.46725728995187077,0.08754636953543352,0.025748932216305056,0.13646934074641448,0.1435073822188616
15,0.4034081658496109,0.2626072589349754,0.394212389273803,0.09557577621399521,0.02351706796432677,0.15542369917448784,0.12828862075411898
16,0.5264743612301694,0.0977938886534067,0.43163944046339536,0.02234020754412133,0.007619342308094397,0.1264219029566269,0.02293200112145017
17,0.7777832274276014,0.16606264986472177,0.31009658086983033,0.07391858995112321,0.05851731471423687,0.2669805413924856,0.1519793321664481
18,0.7405394103248142,0.09284159217659226,0.2968210113516446,0.04758686871730619,0.012271526238651612,0.10244780954892725,0.04517143255720848
19,0.744700297075378,0.15188724533623327,0.22811219029681173,0.046833463546963744,0.00723400180645276,0.06178373394696507,0.0517365092157815
20,0.6106643333013134,0.2918156684725578,0.21278686425504292,0.05448806923542369,0.006391444491650487,0.05826665906067475,0.05878922999395614
21,0.4324926971778135,0.441857838609524,0.18896293077628648,0.09024098709054397,0.0070013003381591,0.04678961798156295,0.11027048032599807
22,0.37841187383312624,0.6029359901086356,0.2196570509128515,0.10808818087220141,0.007453001100803234,0.09098954114357825,0.12173562879820828
23,0.22817006951085075,0.8118912208297687,0.20912532644376175,0.1398180303208233,0.010736993977217477,0.13593481749906305,0.12575256821066857
