,bld_height,ver_to_hor,bld_density,urban_road_volumetric_heat_capacity,road_albedo,sensible_anthropogenic_heat,urban_road_thermal_conductivity,temp_average,hdd_results,hdd_10C_results,cdd_results,daily_average_max_temperature,daily_average_min_temperature
0,5.353324477320719,1.1974934726231308,0.3805761473340535,1950455.28421848,0.18104865362441952,25.060152845619687,1.6746611579420199,2.130952380952381,2716.4,1322.0,0.0,3.9285714285714293,0.1
1,16.33128981148633,1.1974934726231308,0.3805761473340535,1950455.28421848,0.18104865362441952,25.060152845619687,1.6746611579420199,2.149404761904762,2713.3,1318.9,0.0,3.9285714285714293,0.12857142857142864
2,5.353324477320719,1.4730311745581155,0.3805761473340535,1950455.28421848,0.18104865362441952,25.060152845619687,1.6746611579420199,2.175,2709.0,1314.6,0.0,3.942857142857143,0.14285714285714296
3,5.353324477320719,1.1974934726231308,0.40217100022787494,1950455.28421848,0.18104865362441952,25.060152845619687,1.6746611579420199,2.1422619047619045,2714.5,1320.1,0.0,3.9285714285714293,0.11428571428571437
4,5.353324477320719,1.1974934726231308,0.3805761473340535,2237018.891612447,0.18104865362441952,25.060152845619687,1.6746611579420199,2.1089285714285717,2720.1000000000004,1325.7,0.0,3.8714285714285714,0.07142857142857141
5,5.353324477320719,1.1974934726231308,0.3805761473340535,1950455.28421848,0.2115470662940493,25.060152845619687,1.6746611579420199,2.1303571428571426,2716.5,1322.1,0.0,3.9285714285714293,0.1
6,5.353324477320719,1.1974934726231308,0.3805761473340535,1950455.28421848,0.18104865362441952,22.71656683435585,1.6746611579420199,2.1297619047619043,2716.6000000000004,1322.1999999999998,0.0,3.9285714285714293,0.1
7,5.353324477320719,1.1974934726231308,0.3805761473340535,1950455.28421848,0.18104865362441952,25.060152845619687,1.7882434226468917,2.1267857142857145,2717.1000000000004,1322.7,0.0,3.900000000000001,0.1
8,5.353324477320719,1.4730311745581155,0.40217100022787494,2237018.891612447,0.2115470662940493,22.71656683435585,1.7882434226468917,2.1642857142857146,2710.8,1316.4,0.0,3.942857142857143,0.14285714285714296
9,16.33128981148633,1.1974934726231308,0.40217100022787494,2237018.891612447,0.2115470662940493,22.71656683435585,1.7882434226468917,2.136904761904762,2715.4,1321.0,0.0,3.914285714285714,0.11428571428571435
10,16.33128981148633,1.4730311745581155,0.3805761473340535,2237018.891612447,0.2115470662940493,22.71656683435585,1.7882434226468917,2.1708333333333334,2709.7,1315.3,0.0,3.942857142857143,0.14285714285714296
11,16.33128981148633,1.4730311745581155,0.40217100022787494,1950455.28421848,0.2115470662940493,22.71656683435585,1.7882434226468917,2.1988095238095235,2705.0,1310.6,0.0,3.9714285714285715,0.1714285714285715
12,16.33128981148633,1.4730311745581155,0.40217100022787494,2237018.891612447,0.18104865362441952,22.71656683435585,1.7882434226468917,2.1797619047619046,2708.2000000000003,1313.8,0.0,3.942857142857143,0.15714285714285722
13,16.33128981148633,1.4730311745581155,0.40217100022787494,2237018.891612447,0.2115470662940493,25.060152845619687,1.7882434226468917,2.1797619047619046,2708.2000000000003,1313.8,0.0,3.942857142857143,0.15714285714285722
14,16.33128981148633,1.4730311745581155,0.40217100022787494,2237018.891612447,0.2115470662940493,22.71656683435585,1.6746611579420199,2.1833333333333336,2707.6000000000004,1313.1999999999998,0.0,3.942857142857143,0.15714285714285722
15,16.33128981148633,1.4730311745581155,0.40217100022787494,2237018.891612447,0.2115470662940493,22.71656683435585,1.7882434226468917,2.1797619047619046,2708.2000000000003,1313.8,0.0,3.942857142857143,0.15714285714285722
16,15.139110091171942,1.6862882330216047,0.4464700319127417,2626599.148993942,0.13969581077725657,17.995383280670882,2.2144371497321833,2.207142857142857,2703.6000000000004,1309.2,0.0,3.9857142857142853,0.18571428571428575
17,9.416211064823319,1.6862882330216047,0.4464700319127417,2626599.148993942,0.13969581077725657,17.995383280670882,2.2144371497321833,2.1922619047619043,2706.1000000000004,1311.6999999999998,0.0,3.9571428571428564,0.17142857142857146
18,15.139110091171942,1.0187413628067628,0.4464700319127417,2626599.148993942,0.13969581077725657,17.995383280670882,2.2144371497321833,2.0898809523809527,2723.3,1328.9,0.0,3.842857142857143,0.04285714285714285
19,15.139110091171942,1.6862882330216047,0.34988357253390195,2626599.148993942,0.13969581077725657,17.995383280670882,2.2144371497321833,2.1404761904761904,2714.7999999999997,1320.4,0.0,3.914285714285714,0.11428571428571435
20,15.139110091171942,1.6862882330216047,0.4464700319127417,1821550.650677619,0.13969581077725657,17.995383280670882,2.2144371497321833,2.2654761904761904,2693.8,1299.3999999999999,0.0,4.042857142857143,0.24285714285714285
21,15.139110091171942,1.6862882330216047,0.4464700319127417,2626599.148993942,0.1728396675855533,17.995383280670882,2.2144371497321833,2.2059523809523807,2703.8,1309.3999999999999,0.0,3.971428571428571,0.18571428571428575
22,15.139110091171942,1.6862882330216047,0.4464700319127417,2626599.148993942,0.13969581077725657,15.90762435157515,2.2144371497321833,2.2041666666666666,2704.1000000000004,1309.6999999999998,0.0,3.9571428571428564,0.18571428571428575
23,15.139110091171942,1.6862882330216047,0.4464700319127417,2626599.148993942,0.13969581077725657,17.995383280670882,2.350126875755054,2.201190476190476,2704.6000000000004,1310.1999999999998,0.0,3.9571428571428564,0.18571428571428575
24,15.139110091171942,1.0187413628067628,0.34988357253390195,1821550.650677619,0.1728396675855533,15.90762435157515,2.350126875755054,2.0875,2723.7000000000003,1329.3000000000002,0.0,3.857142857142857,0.05714285714285711
