,bld_height,ver_to_hor,bld_density,urban_road_volumetric_heat_capacity,urban_area_length,road_albedo,sensible_anthropogenic_heat,urban_road_thermal_conductivity,urban_road_thickness,temp_average,hdd_results,hdd_10C_results,cdd_results,daily_average_max_temperature,daily_average_min_temperature
7800,17.03593748199454,1.4137036294281389,0.620944586013866,1653682.072650955,1175.0232951839976,0.19568310649567494,6.157104851565619,2.134120370434072,0.25439448267903586,20.968047337278108,125.60000000000002,0.0,152.69999999999993,26.95714285714286,14.785714285714286
7801,11.301594724035688,1.4137036294281389,0.620944586013866,1653682.072650955,1175.0232951839976,0.19568310649567494,6.157104851565619,2.134120370434072,0.25439448267903586,20.885207100591717,129.20000000000005,0.0,147.69999999999996,26.928571428571427,14.742857142857142
7802,17.03593748199454,0.9118694126071949,0.620944586013866,1653682.072650955,1175.0232951839976,0.19568310649567494,6.157104851565619,2.134120370434072,0.25439448267903586,20.94201183431953,126.70000000000005,0.0,150.79999999999995,26.942857142857143,14.757142857142856
7803,17.03593748199454,1.4137036294281389,0.3782075102728894,1653682.072650955,1175.0232951839976,0.19568310649567494,6.157104851565619,2.134120370434072,0.25439448267903586,20.781065088757398,133.00000000000006,0.0,140.79999999999995,26.82857142857143,14.671428571428573
7804,17.03593748199454,1.4137036294281389,0.620944586013866,2324679.713624804,1175.0232951839976,0.19568310649567494,6.157104851565619,2.134120370434072,0.25439448267903586,20.946153846153848,128.00000000000006,0.0,151.79999999999995,26.942857142857143,14.742857142857142
7805,17.03593748199454,1.4137036294281389,0.620944586013866,1653682.072650955,815.0967534831116,0.19568310649567494,6.157104851565619,2.134120370434072,0.25439448267903586,20.94733727810651,126.90000000000005,0.0,151.89999999999995,26.957142857142856,14.742857142857142
7806,17.03593748199454,1.4137036294281389,0.620944586013866,1653682.072650955,1175.0232951839976,0.17160456276169814,6.157104851565619,2.134120370434072,0.25439448267903586,20.96508875739645,125.80000000000003,0.0,152.69999999999993,26.95714285714286,14.77142857142857
7807,17.03593748199454,1.4137036294281389,0.620944586013866,1653682.072650955,1175.0232951839976,0.19568310649567494,7.197700206343744,2.134120370434072,0.25439448267903586,20.968047337278108,125.30000000000004,0.0,152.69999999999993,26.95714285714286,14.785714285714286
7808,17.03593748199454,1.4137036294281389,0.620944586013866,1653682.072650955,1175.0232951839976,0.19568310649567494,6.157104851565619,1.1669642380968508,0.25439448267903586,21.01242603550296,120.80000000000004,0.0,153.99999999999994,26.97142857142857,14.842857142857143
7809,17.03593748199454,1.4137036294281389,0.620944586013866,1653682.072650955,1175.0232951839976,0.19568310649567494,6.157104851565619,2.134120370434072,0.3252568199422695,20.968047337278104,125.40000000000003,0.0,152.39999999999995,26.95714285714286,14.799999999999999
7810,17.03593748199454,0.9118694126071949,0.3782075102728894,2324679.713624804,815.0967534831116,0.17160456276169814,7.197700206343744,1.1669642380968508,0.3252568199422695,20.771005917159766,133.40000000000006,0.0,140.09999999999997,26.82857142857143,14.671428571428573
7811,11.301594724035688,1.4137036294281389,0.3782075102728894,2324679.713624804,815.0967534831116,0.17160456276169814,7.197700206343744,1.1669642380968508,0.3252568199422695,20.752071005917163,134.30000000000007,0.0,139.09999999999997,26.814285714285713,14.671428571428573
7812,11.301594724035688,0.9118694126071949,0.620944586013866,2324679.713624804,815.0967534831116,0.17160456276169814,7.197700206343744,1.1669642380968508,0.3252568199422695,20.865680473372784,130.10000000000002,0.0,146.59999999999997,26.928571428571427,14.728571428571428
7813,11.301594724035688,0.9118694126071949,0.3782075102728894,1653682.072650955,815.0967534831116,0.17160456276169814,7.197700206343744,1.1669642380968508,0.3252568199422695,20.767455621301774,131.30000000000007,0.0,138.89999999999998,26.814285714285713,14.700000000000001
7814,11.301594724035688,0.9118694126071949,0.3782075102728894,2324679.713624804,1175.0232951839976,0.17160456276169814,7.197700206343744,1.1669642380968508,0.3252568199422695,20.753846153846155,133.90000000000003,0.0,138.79999999999995,26.814285714285713,14.671428571428573
7815,11.301594724035688,0.9118694126071949,0.3782075102728894,2324679.713624804,815.0967534831116,0.19568310649567494,7.197700206343744,1.1669642380968508,0.3252568199422695,20.73905325443787,135.10000000000008,0.0,138.39999999999995,26.814285714285713,14.657142857142858
7816,11.301594724035688,0.9118694126071949,0.3782075102728894,2324679.713624804,815.0967534831116,0.17160456276169814,6.157104851565619,1.1669642380968508,0.3252568199422695,20.73905325443787,135.10000000000008,0.0,138.39999999999995,26.814285714285713,14.657142857142858
7817,11.301594724035688,0.9118694126071949,0.3782075102728894,2324679.713624804,815.0967534831116,0.17160456276169814,7.197700206343744,2.134120370434072,0.3252568199422695,20.710650887573966,138.40000000000006,0.0,137.39999999999995,26.78571428571428,14.6
7818,11.301594724035688,0.9118694126071949,0.3782075102728894,2324679.713624804,815.0967534831116,0.17160456276169814,7.197700206343744,1.1669642380968508,0.25439448267903586,20.737278106508874,135.20000000000005,0.0,138.39999999999995,26.814285714285713,14.657142857142858
7819,11.301594724035688,0.9118694126071949,0.3782075102728894,2324679.713624804,815.0967534831116,0.17160456276169814,7.197700206343744,1.1669642380968508,0.3252568199422695,20.73905325443787,135.10000000000008,0.0,138.39999999999995,26.814285714285713,14.657142857142858
7820,10.268476453653959,2.7917721230604315,0.43633911046112706,2078661.0765167093,989.9467868755827,0.16321159012429148,7.776499789317197,1.577817377754086,0.33948826545807614,20.794674556213018,132.80000000000007,0.0,141.59999999999997,26.842857142857145,14.685714285714285
7821,18.195527283544358,2.7917721230604315,0.43633911046112706,2078661.0765167093,989.9467868755827,0.16321159012429148,7.776499789317197,1.577817377754086,0.33948826545807614,20.844970414201185,130.80000000000004,0.0,144.79999999999998,26.857142857142858,14.714285714285714
7822,10.268476453653959,2.048897619431888,0.43633911046112706,2078661.0765167093,989.9467868755827,0.16321159012429148,7.776499789317197,1.577817377754086,0.33948826545807614,20.784023668639055,133.40000000000003,0.0,140.99999999999994,26.842857142857145,14.685714285714285
7823,10.268476453653959,2.7917721230604315,0.5198563777715924,2078661.0765167093,989.9467868755827,0.16321159012429148,7.776499789317197,1.577817377754086,0.33948826545807614,20.837869822485207,131.30000000000007,0.0,144.59999999999997,26.857142857142858,14.714285714285714
