,bld_height,ver_to_hor,bld_density,urban_road_volumetric_heat_capacity,road_albedo,sensible_anthropogenic_heat,urban_road_thermal_conductivity
0,0.21363686642244165,0.4577447622645724,0.15391359580224498,0.128961083351778,-0.0037283590671101387,-0.005750928465652736,-0.0028291204259421965
1,0.21448135246540342,0.42877875391563974,0.13811426239781846,0.11291448902592469,0.001647138899265201,-0.001714633698321018,0.005117749629102942
2,0.2930983224383433,0.3673819307688945,0.14108455780838672,0.09882990892458522,0.0037712648938473163,0.02041982860478599,0.032406551886585575
3,0.28595004011261854,0.3062338445656191,0.10967256696466997,0.0814700160129691,-0.0008220040019687209,0.004960477427888758,0.004052179899696815
4,0.3256797599926644,0.27417534938996874,0.07249146412236597,0.06152169052076751,-0.0032508570932896865,0.03295809454449336,0.03875951972192133
5,0.3194851228290527,0.2934636062670437,0.10439800926911089,0.05310454202967913,0.00413248728182399,0.01586278568171437,-0.00862644679722552
6,0.28035768714948994,0.276004847254649,0.07443090199720727,0.047219534705935005,0.0030659031690631515,0.019908352571935524,-0.013969831149903068
7,0.13026827023151383,0.3211239537666531,0.1120067628375117,0.35438955597945504,0.0003881207137996547,-0.0023465776757038478,0.03715252947339812
8,0.16500188048875886,0.3551890868129323,0.1666137817305993,0.22594372659991735,-0.0021394415922206637,0.003187178952285002,0.009694165595728308
9,0.22875021639606016,0.40105307682327723,0.21309462452206188,0.07965064731707042,0.006785006692508984,0.012483989982447133,0.01492920865478929
10,0.2810634503202613,0.3085055288453675,0.19151126982275385,0.031202578307620753,-0.0007400674221273478,0.0064605275719389925,0.010056339636484942
11,0.2430780800342672,0.25529083091454535,0.16714011563804398,0.003237242779580899,-0.003828731832007773,-0.0010525025785828217,0.021218220027742096
12,0.28309043022777225,0.23232141467756026,0.2121279021000023,0.014415898307317647,-0.009283348001520522,0.011410579966134338,0.02616468122883812
13,0.33109673835504166,0.2255782244150863,0.22849495651874951,-0.0008505705681588155,0.0016115251462703955,0.011857948396476737,0.029923281850339892
14,0.3607154885735335,0.15790157234773386,0.2392705540002278,0.014740746896141825,0.005805306752862182,0.06432761085855845,0.043783866651320655
15,0.4548213850759732,0.2068294574794562,0.21850629825611886,-0.0031661322408511653,-0.0008985057121277055,0.03532532697223023,0.010936320260357893
16,0.422391059453559,0.23203299888922532,0.16636220774459293,-0.001505991522028596,-0.0003079753900531732,0.008137277863642114,0.006959865345392295
17,0.40538415265724287,0.3183616700908763,0.14249896634328443,0.014047554602649562,0.00022187388109324197,0.01637684672895595,0.01624356895023078
18,0.41965271783931796,0.2862518795864755,0.11503870843018797,-0.012176369119871775,-0.011843577549172394,0.04210227490391503,-0.002472661877772521
19,0.36560528760041255,0.39609570355351437,0.14579980854615054,0.014477836474705507,0.01184567939041963,0.03288792386497736,0.0170591279147447
20,0.34536071867332574,0.41877578748369737,0.09683949273462743,0.014186912734084395,-0.00866577382569472,0.003240968996251182,-0.01243278093357347
21,0.21158825722851768,0.4584925785745127,0.10847142382750387,0.043017233449729096,0.003428722052440107,-0.00018080522299168976,-0.00878269631568539
22,0.22804190709757638,0.4355895848343305,0.12328342919361017,0.09904304737921854,0.0050741666446452215,-0.0002481384173693457,0.0004972946755904137
23,0.22480061908566207,0.3743618671174815,0.12127869591971537,0.18592237478392068,0.001201490988391965,0.003837664849471555,0.00034112860465059896
