,glazing_ratio,wall_u_value,window_u_value,window_sghc,infiltration_rate,chiller_cop,indoor_temp_set_point,equipment_load_density,lighting_load_density,occupancy_density,wall_albedo,roof_albedo,wall_emissivity,roof_emissivity,floor_height,roof_u_value,temp_average,hdd_results,hdd_10C_results,cdd_results,daily_average_max_temperature,daily_average_min_temperature
0,0.09362192104840439,0.4858745476910166,2.3705808750434283,0.5252926185838299,1.046954705408221,4.837543828271168,23.453125,4.270319800684129,3.8745834795057315,0.030644770724267342,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.757738095238096,130.10000000000002,0.0,135.89999999999995,26.757142857142856,14.914285714285715
1,0.24780647091944843,0.4858745476910166,2.3705808750434283,0.5252926185838299,1.046954705408221,4.837543828271168,23.453125,4.270319800684129,3.8745834795057315,0.030644770724267342,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.780952380952378,129.20000000000005,0.0,137.79999999999995,26.8,14.914285714285715
2,0.09362192104840439,0.49886124974469503,2.3705808750434283,0.5252926185838299,1.046954705408221,4.837543828271168,23.453125,4.270319800684129,3.8745834795057315,0.030644770724267342,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.758333333333333,130.00000000000006,0.0,135.89999999999995,26.757142857142856,14.914285714285715
3,0.09362192104840439,0.4858745476910166,2.023406525384699,0.5252926185838299,1.046954705408221,4.837543828271168,23.453125,4.270319800684129,3.8745834795057315,0.030644770724267342,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.757738095238096,130.10000000000002,0.0,135.89999999999995,26.757142857142856,14.914285714285715
4,0.09362192104840439,0.4858745476910166,2.3705808750434283,0.6077928814820149,1.046954705408221,4.837543828271168,23.453125,4.270319800684129,3.8745834795057315,0.030644770724267342,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.758333333333333,130.10000000000002,0.0,135.89999999999995,26.757142857142856,14.914285714285715
5,0.09362192104840439,0.4858745476910166,2.3705808750434283,0.5252926185838299,0.9976379006814245,4.837543828271168,23.453125,4.270319800684129,3.8745834795057315,0.030644770724267342,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.757738095238093,130.20000000000005,0.0,135.89999999999995,26.757142857142856,14.914285714285715
6,0.09362192104840439,0.4858745476910166,2.3705808750434283,0.5252926185838299,1.046954705408221,3.118314701841849,23.453125,4.270319800684129,3.8745834795057315,0.030644770724267342,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.75952380952381,130.10000000000002,0.0,135.99999999999994,26.757142857142856,14.914285714285715
7,0.09362192104840439,0.4858745476910166,2.3705808750434283,0.5252926185838299,1.046954705408221,4.837543828271168,23.546875,4.270319800684129,3.8745834795057315,0.030644770724267342,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.757142857142856,130.10000000000002,0.0,135.79999999999995,26.757142857142856,14.914285714285715
8,0.09362192104840439,0.4858745476910166,2.3705808750434283,0.5252926185838299,1.046954705408221,4.837543828271168,23.453125,5.321489412702051,3.8745834795057315,0.030644770724267342,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.761309523809523,130.00000000000006,0.0,136.09999999999997,26.757142857142856,14.914285714285715
9,0.09362192104840439,0.4858745476910166,2.3705808750434283,0.5252926185838299,1.046954705408221,4.837543828271168,23.453125,4.270319800684129,4.582410687693589,0.030644770724267342,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.758333333333333,130.10000000000002,0.0,135.89999999999995,26.757142857142856,14.914285714285715
10,0.09362192104840439,0.4858745476910166,2.3705808750434283,0.5252926185838299,1.046954705408221,4.837543828271168,23.453125,4.270319800684129,3.8745834795057315,0.028766529910844215,0.5446638906645762,0.5446638906645762,0.637315740489418,0.6855165898372856,2.665054794658645,0.6435823931339174,20.757738095238096,130.10000000000002,0.0,135.89999999999995,26.757142857142856,14.914285714285715
